customer_id,signup_date,age,gender,city,plan,tenure_months,monthly_charges,total_charges,support_tickets,last_login_days,satisfaction_score,churned,cancellation_reason
C00201,2020-09-20,42.0,Female,Mumbai,Standard,24,43.23,1037.52,1,32,8.0,0,
C00135,2022-05-23,20.0,F,Bengaluru,Premium,33,59.57,1965.81,1,8,7.0,0,
C00028,2019-03-02,42.0,M,Bengaluru,Premium,62,72.24,4478.88,0,2,8.0,0,
C00891,2023-06-02,28.0,F,Hyderabad,Standard,67,32.71,2191.57,0,7,,0,
C00231,2020-01-12,20.0,female,Hyderabad,Basic,20,30.65,613.00,0,1,8.0,1,service
C00490,2020-07-26,46.0,M,Bengaluru,Standard,43,53.22,2288.46,1,35,9.0,0,
C00773,2023-01-07,41.0,F,Kolkata,Basic,56,32.73,1832.88,2,14,9.0,0,
C00379,2023-07-15,57.0,Female,Hyderabad,Standard,57,37.88,2159.16,1,7,,0,
C00289,2022-09-30,34.0,M,Kolkata,Standard,46,51.16,2353.36,1,10,6.0,0,
C00419,2019-03-31,37.0,Male ,Hyderabad,Premium,38,71.47,2715.86,1,23,6.0,0,
C00675,2019-07-25,48.0,F,Kolkata,Basic,15,18.79,281.85,1,11,,0,
C00392,2020-10-09,39.0,Female,Hyderabad,Basic,16,16.41,262.56,1,2,8.0,0,
C00593,2022-09-25,60.0,F,Bengaluru,Basic,11,31.17,342.87,2,11,6.0,0,
C00499,2021-07-05,18.0,female,Delhi,Basic,28,43.4,1215.20,0,3,8.0,0,
C00139,2020-10-25,62.0,female,Hyderabad,Basic,17,38.26,650.42,1,28,6.0,0,
C00063,2019-12-25,40.0,M,Kolkata,Basic,38,31.3,1189.40,2,6,5.0,1,price
C00472,2022-05-01,33.0,M,Bengaluru,Standard,70,42.64,2984.80,1,17,7.0,0,
C00648,2019-11-15,18.0,F,Chennai,Premium,50,59.19,2959.50,2,8,8.0,0,
C00129,2019-04-27,30.0,male,Pune,Basic,42,15.0,630.00,2,1,7.0,0,
C00989,2023-12-05,34.0,M,Hyderabad,Standard,29,52.49,1522.21,4,15,4.0,0,
C00521,2020-03-11,26.0,M,Delhi,Standard,6,50.5,303.00,2,31,6.0,0,
C00839,2021-12-24,60.0,M,Chennai,Basic,10,31.19,311.90,2,1,8.0,0,
C00975,2023-08-19,26.0,M,Chennai,Standard,14,38.23,535.22,1,9,8.0,1,price
C00065,2022-09-11,47.0,M,Mumbai,Basic,32,21.1,675.20,0,15,9.0,0,
C00813,2023-06-09,41.0,M,Kolkata,Premium,41,69.43,2846.63,1,25,7.0,0,
C00015,2022-03-03,44.0,M,Kolkata,Basic,10,42.69,426.90,1,13,6.0,0,
C00157,2022-01-31,40.0,F,Mumbai,Premium,64,63.29,4050.56,1,12,6.0,0,
C00041,2020-03-19,47.0,M,Chennai,Basic,21,39.26,824.46,1,8,7.0,0,
C00493,2019-09-04,35.0,F,Hyderabad,Basic,49,,996.17,0,15,7.0,0,
C00380,2022-12-22,33.0,Female,Kolkata,Basic,13,15.0,195.00,0,18,8.0,1,unknown
C00188,2023-10-29,23.0,female,Kolkata,Standard,47,44.84,2107.48,0,11,8.0,0,
C00764,2022-04-13,46.0,F,Delhi,Basic,40,28.88,1155.20,4,11,4.0,0,
C00217,2023-01-15,44.0,M,Hyderabad,Basic,66,26.17,1727.22,2,35,7.0,0,
C00792,2019-08-26,23.0,M,Hyderabad,Basic,68,23.58,1603.44,0,10,10.0,0,
C00053,2022-01-18,21.0,,Pune,Standard,42,46.16,1938.72,1,5,8.0,0,
C00879,2023-03-31,37.0,M,Bengaluru,Standard,39,46.32,1806.48,1,10,6.0,1,moved
C00338,2019-08-27,,male,Kolkata,Premium,52,71.02,3693.04,3,8,6.0,0,
C00749,2020-05-28,34.0,M,Kolkata,Standard,10,33.38,333.80,1,23,8.0,0,
C00720,2020-09-29,26.0,F,Mumbai,Premium,61,60.41,3685.01,0,6,,0,
C00725,2019-10-06,27.0,Male ,Mumbai,Basic,5,22.26,111.30,2,15,8.0,0,
C00296,2021-05-21,40.0,F,Hyderabad,Standard,7,49.45,346.15,3,20,6.0,0,
C00702,2020-06-25,35.0,M,Bengaluru,Basic,3,19.3,57.90,1,3,8.0,0,
C00252,2021-08-23,42.0,F,Hyderabad,Basic,3,38.82,116.46,2,3,7.0,0,
C00727,2019-08-20,41.0,M,Bengaluru,Premium,63,67.56,4256.28,1,16,8.0,0,
C00462,2021-07-22,28.0,female,Bengaluru,Basic,59,25.2,1486.80,2,21,,0,
C00456,2023-01-25,40.0,,Kolkata,Basic,24,15.0,360.00,0,17,8.0,0,
C00860,2023-09-11,46.0,male,Kolkata,Standard,48,42.21,2026.08,2,9,5.0,0,
C00816,2021-08-04,42.0,F,Hyderabad,Basic,12,28.54,342.48,1,44,6.0,0,
C00863,2023-10-14,,M,Delhi,Basic,12,31.26,375.12,0,8,,0,
C00270,2023-09-28,38.0,F,Jaipur,Standard,7,48.13,336.91,5,10,5.0,0,
C00202,2023-08-11,55.0,M,Kolkata,Premium,23,72.97,1678.31,1,12,8.0,0,
C00162,2020-10-02,29.0,female,Kolkata,Basic,6,17.24,103.44,3,17,5.0,1,moved
C00556,2019-08-02,34.0,M,Bengaluru,Basic,42,26.11,1096.62,0,21,7.0,0,
C00730,2019-03-25,25.0,M,Kolkata,Standard,29,45.33,1314.57,3,12,6.0,1,price
C00402,2019-01-19,,M,Chennai,Standard,8,51.02,408.16,1,11,9.0,0,
C00703,2022-11-24,26.0,M,Bengaluru,Basic,15,29.52,442.80,2,20,4.0,1,price
C00477,2020-06-09,,M,Pune,Basic,58,25.91,1502.78,0,4,7.0,0,
C00822,2020-01-28,55.0,F,Delhi,Standard,41,52.52,2153.32,1,10,8.0,0,
C00772,2023-11-13,,male,Bengaluru,Standard,51,33.76,1721.76,2,4,7.0,1,price
C00106,2020-11-03,,Female,Hyderabad,Standard,55,45.66,2511.30,2,10,7.0,0,
C00566,2019-06-28,47.0,F,Delhi,Standard,2,48.88,97.76,1,1,8.0,0,
C00390,2023-03-30,21.0,male,Chennai,Basic,5,15.0,75.00,1,17,6.0,0,
C00002,2020-08-11,26.0,F,Chennai,Standard,47,46.74,2196.78,4,27,,0,
C00948,2021-12-18,18.0,Male ,Pune,Basic,16,40.02,640.32,0,19,9.0,0,
C00995,2022-09-24,37.0,male,Hyderabad,Standard,51,49.89,2544.39,2,17,,0,
C00562,2019-01-01,42.0,,Bengaluru,Basic,49,17.88,876.12,0,11,10.0,0,
C00081,2020-07-06,43.0,F,Chennai,Basic,24,25.37,608.88,0,26,10.0,0,
C00206,2022-02-17,37.0,,Bengaluru,Basic,31,15.0,465.00,1,20,8.0,0,
C00035,2022-12-08,45.0,,Chennai,Standard,63,40.31,2539.53,1,21,8.0,0,
C00776,2021-10-28,40.0,M,Kolkata,Premium,33,59.82,1974.06,1,7,7.0,0,
C00509,2023-05-08,31.0,,Chennai,Premium,70,76.07,5324.90,1,11,6.0,0,
C00428,2023-09-07,59.0,F,Mumbai,Standard,64,35.41,2266.24,0,10,7.0,1,moved
C00455,2020-11-19,39.0,F,Kolkata,Basic,5,15.0,75.00,2,16,,0,
C00367,2023-04-06,29.0,male,Kolkata,Basic,47,20.03,941.41,2,10,7.0,0,
C00092,2020-08-26,37.0,F,Bengaluru,Basic,18,36.79,662.22,2,6,6.0,0,
C00340,2023-09-20,45.0,male,Hyderabad,Premium,2,52.67,105.34,2,28,6.0,0,
C00898,2019-12-14,28.0,Female,Pune,Standard,17,37.28,633.76,1,19,7.0,0,
C00565,2020-12-10,49.0,F,Bengaluru,Basic,6,22.01,132.06,3,12,6.0,1,unknown
C00346,2022-06-08,18.0,F,Hyderabad,Standard,36,59.74,2150.64,4,5,5.0,0,
C00777,2020-12-24,25.0,Male ,Hyderabad,Basic,63,38.15,2403.45,2,9,7.0,0,
C00242,2023-12-05,37.0,M,Hyderabad,Standard,5,31.12,155.60,3,24,6.0,0,
C00014,2020-01-04,52.0,F,Kolkata,Basic,49,33.73,1652.77,5,18,3.0,0,
C00316,2023-06-22,34.0,F,Kolkata,Basic,64,29.48,1886.72,1,3,10.0,0,
C00601,2019-11-19,44.0,F,Bengaluru,Standard,58,36.13,2095.54,0,5,10.0,0,
C00388,2023-09-02,44.0,M,Bengaluru,Standard,68,45.52,3095.36,2,16,7.0,0,
C00274,2019-01-03,63.0,,Bengaluru,Basic,54,33.63,1816.02,0,9,10.0,0,
C00167,2022-08-05,49.0,F,Pune,Premium,18,60.89,1096.02,1,9,7.0,0,
C00841,2021-05-02,61.0,M,Kolkata,Basic,9,22.49,202.41,3,5,5.0,0,
C00412,2020-07-16,18.0,F,Bengaluru,Basic,62,24.25,1503.50,1,1,9.0,0,
C00647,2019-05-10,45.0,M,Kolkata,Premium,32,68.3,2185.60,0,6,,0,
C00819,2022-12-28,41.0,M,Kolkata,Standard,11,46.21,508.31,3,4,5.0,0,
C00485,2020-06-05,37.0,M,Bengaluru,Basic,71,15.0,1065.00,0,5,9.0,0,
C00993,2022-09-20,60.0,F,Pune,Premium,28,69.4,1943.20,2,5,6.0,0,
C00505,2023-02-15,18.0,F,Jaipur,Standard,56,41.42,2319.52,2,4,8.0,0,
C00832,2023-05-19,57.0,M,Hyderabad,Basic,58,23.61,1369.38,1,23,8.0,0,
C00244,2023-08-23,20.0,F,Hyderabad,Basic,4,20.32,81.28,1,30,7.0,1,unknown
C00567,2021-02-10,36.0,male,Pune,Basic,25,29.18,729.50,3,7,6.0,0,
C00876,2021-06-05,18.0,M,Bengaluru,Standard,8,40.03,320.24,1,2,6.0,0,
C00563,2020-10-01,39.0,M,Kolkata,Standard,66,41.06,2709.96,1,9,6.0,0,
C00965,2019-12-19,38.0,F,Chennai,Standard,8,42.37,338.96,5,7,3.0,1,competitor
C00687,2020-03-22,47.0,F,Kolkata,Standard,64,40.04,2562.56,2,19,6.0,0,
C00958,2021-11-03,65.0,M,Kolkata,Basic,54,22.73,1227.42,2,25,7.0,0,
C00190,2019-11-22,58.0,F,Jaipur,Standard,72,50.53,3638.16,1,16,10.0,0,
C00783,2021-03-01,60.0,,Kolkata,Standard,9,57.9,521.10,3,14,5.0,1,service
C00700,2020-03-14,36.0,Male ,Kolkata,Standard,70,37.1,2597.00,1,10,8.0,0,
C00476,2023-06-04,34.0,M,Kolkata,Basic,29,29.25,848.25,0,5,9.0,1,moved
C00682,2022-05-29,46.0,female,Bengaluru,Basic,6,29.44,176.64,2,10,7.0,0,
C00511,2019-09-26,19.0,M,Kolkata,Basic,28,38.02,1064.56,0,7,9.0,0,
C00059,2020-07-04,28.0,F,Kolkata,Basic,5,30.05,150.25,0,7,9.0,0,
C00475,2022-11-13,,M,Mumbai,Standard,58,,2137.88,1,6,10.0,0,
C00561,2022-11-18,37.0,female,Kolkata,Basic,68,24.05,1635.40,2,6,7.0,0,
C00857,2022-10-12,42.0,M,Mumbai,Standard,45,48.9,2200.50,0,3,10.0,0,
C00748,2023-05-25,44.0,F,Hyderabad,Basic,63,29.92,1884.96,1,4,7.0,0,
C00253,2023-09-29,,Male ,Chennai,Standard,25,41.3,1032.50,0,15,9.0,0,
C00022,2019-06-22,30.0,F,Pune,Premium,24,73.07,1753.68,3,2,,0,
C00314,2021-08-02,43.0,F,Chennai,Basic,29,33.8,980.20,0,10,10.0,0,
C00460,2019-09-05,38.0,M,Kolkata,Standard,42,58.14,2441.88,0,30,10.0,0,
C00161,2020-11-26,26.0,,Mumbai,Standard,46,44.3,2037.80,1,2,8.0,0,
C00277,2020-07-27,29.0,F,Kolkata,Basic,24,27.65,663.60,1,22,8.0,0,
C00956,2023-08-08,54.0,F,Bengaluru,Premium,46,59.79,2750.34,2,6,6.0,0,
C00192,2020-07-27,36.0,M,Kolkata,Basic,72,21.28,1532.16,0,4,7.0,0,
C00386,2020-08-11,,,Bengaluru,Standard,35,49.08,1717.80,1,8,9.0,0,
C00806,2020-09-15,51.0,female,Chennai,Basic,38,15.0,570.00,0,29,7.0,1,unknown
C00414,2019-05-14,47.0,Female,Kolkata,Basic,24,19.7,472.80,0,14,7.0,1,unknown
C00492,2022-09-02,42.0,M,Chennai,Premium,26,64.75,1683.50,1,15,8.0,0,
C00344,2022-12-27,43.0,male,Bengaluru,Standard,44,45.07,1983.08,0,16,10.0,0,
C00770,2021-11-15,58.0,F,Hyderabad,Basic,70,34.2,2394.00,1,10,8.0,0,
C00309,2019-10-26,45.0,male,Hyderabad,Premium,72,61.4,4420.80,1,20,6.0,0,
C00662,2020-07-18,38.0,M,Jaipur,Basic,38,23.18,880.84,2,11,6.0,0,
C00131,2022-11-24,33.0,M,Bengaluru,Premium,27,,1932.93,1,23,6.0,0,
C00664,2022-11-14,34.0,F,Jaipur,Basic,16,21.82,349.12,1,2,8.0,0,
C00872,2023-01-31,26.0,M,Kolkata,Standard,68,51.61,3509.48,0,21,6.0,0,
C00100,2023-10-24,27.0,M,Kolkata,Premium,71,57.07,4051.97,2,22,,0,
C00373,2021-03-22,48.0,F,Hyderabad,Basic,1,26.95, ,3,19,7.0,0,
C00088,2019-08-30,38.0,male,Pune,Premium,46,50.52,2323.92,2,22,6.0,0,
C00459,2023-05-14,42.0,Female,Chennai,Basic,7,18.99,132.93,2,10,7.0,0,
C00331,2022-01-12,56.0,F,Bengaluru,Premium,1,62.08, ,4,13,2.0,1,service
C00215,2023-08-16,34.0,F,Bengaluru,Basic,50,32.63,1631.50,1,3,10.0,0,
C00467,2019-06-06,34.0,Male ,Hyderabad,Basic,24,28.38,681.12,3,6,5.0,0,
C00122,2022-03-02,40.0,,Bengaluru,Basic,30,24.3,729.00,1,9,9.0,0,
C00615,2020-04-08,28.0,male,Bengaluru,Basic,37,15.93,589.41,1,9,8.0,0,
C00021,2019-06-28,36.0,M,Pune,Standard,64,46.99,3007.36,1,11,10.0,0,
C00701,2023-02-15,51.0,F,Hyderabad,Premium,48,53.02,2544.96,2,13,7.0,1,service
C00072,2021-09-14,24.0,F,Pune,Premium,64,61.53,3937.92,5,19,,0,
C00107,2022-03-27,27.0,Female,Bengaluru,Basic,8,36.28,290.24,2,15,5.0,1,competitor
C00271,2019-03-06,29.0,F,Mumbai,Standard,31,41.85,1297.35,4,6,4.0,0,
C00861,2019-03-20,26.0,M,Chennai,Premium,13,,924.43,1,12,7.0,0,
C00436,2019-07-11,31.0,M,Kolkata,Basic,9,37.61,338.49,3,23,6.0,1,competitor
C00103,2021-10-14,34.0,M,Jaipur,Premium,72,67.72,4875.84,0,13,9.0,0,
